"amostra";"largura";"altura";"temperatura"
"Amostra 11463";78.84;331.01;-2.64
"Amostra 11464";17.02;40.45;2.42
"Amostra 11465";75.98;161.93;-1.87
"Amostra 11466";120.69;62.74;6.3
"Amostra 11467";40.85;33.05;-4.28
"Amostra 11468";100.46;26.37;-2.92
"Amostra 11469";71.94;127.25;-0.4
"Amostra 11470";57.28;77.06;1.05
"Amostra 11471";116.08;98.62;12.51
"Amostra 11472";9.78;35.04;-2.84
"Amostra 11473";121.93;62.82;-8.34
"Amostra 11474";98.24;49.23;16.33
"Amostra 11475";4.28;56.6;-2.48
"Amostra 11476";180.34;84.2;1.1
"Amostra 11477";6.88;30.97;8.64
"Amostra 11478";27.89;4.45;4.77
"Amostra 11479";20.66;79.89;-21.04
"Amostra 11480";31.55;100.1;5.06
"Amostra 11481";1.89;55.83;2.35
"Amostra 11482";102.91;119.52;-14.97
"Amostra 11483";101.33;2.35;5.8
"Amostra 11484";38.21;43.38;0.43
"Amostra 11485";17.41;18.63;-0.71
"Amostra 11486";70.96;3.8;-2.48
"Amostra 11487";106.94;74.36;-0.44
"Amostra 11488";176.88;54.12;6.55
"Amostra 11489";123.14;1.16;-4.8
"Amostra 11490";0.67;42.66;-10.45
"Amostra 11491";24.99;113.24;12.09
"Amostra 11492";111.21;157;24.34
"Amostra 11493";156.49;145.07;3.79
"Amostra 11494";106.05;138.49;0.18
"Amostra 11495";42.89;214.97;-3.22
"Amostra 11496";90.04;34.62;13.25
"Amostra 11497";58.23;49;-3.83
"Amostra 11498";122.68;184.33;7.91
"Amostra 11499";150.32;6.93;2.14
"Amostra 11500";70.53;78.4;-10.03
"Amostra 11501";41.21;93.78;-1.47
"Amostra 11502";105.5;175.29;9.65
"Amostra 11503";125.81;48.22;-21.53
"Amostra 11504";84.3;169.04;-3.97
"Amostra 11505";78.21;3.52;-15.34
"Amostra 11506";13.69;21.69;1.13
"Amostra 11507";41.22;111.92;-0.83
"Amostra 11508";3.57;53.65;1.74
"Amostra 11509";176.69;15.89;0.77
"Amostra 11510";52.9;117.35;8.75
"Amostra 11511";94.9;74.91;11.63
"Amostra 11512";87.14;14.11;-3.33
"Amostra 11513";5.67;89.41;-12.11
"Amostra 11514";96.62;96.6;19.05
"Amostra 11515";146.23;108.98;-1.45
"Amostra 11516";109.18;14.24;1.68
"Amostra 11517";35.71;92.85;3.27
"Amostra 11518";107.66;4.84;3.14
"Amostra 11519";3.91;124.1;7.21
"Amostra 11520";26.41;3.24;-1.95
"Amostra 11521";244.02;118.17;4.93
"Amostra 11522";97.77;61.33;6.6
"Amostra 11523";14.86;41.88;24.72
"Amostra 11524";7.44;31.69;-5.79
"Amostra 11525";192.87;118.88;-16.73
"Amostra 11526";95.45;6.92;11.16
"Amostra 11527";147.27;61.16;15.33
"Amostra 11528";0.77;117.2;4.69
"Amostra 11529";84.84;22.87;10.73
"Amostra 11530";36.8;149.34;-6.69
"Amostra 11531";19.79;52.03;-4.96
"Amostra 11532";25.14;41.84;-9.98
"Amostra 11533";40.07;190.02;14.85
"Amostra 11534";79.78;82.7;-30.69
"Amostra 11535";164.07;97.35;-8.05
"Amostra 11536";35.39;57.3;1.18
"Amostra 11537";69.14;37.85;-12.14
"Amostra 11538";78.27;70.55;0.69
"Amostra 11539";14.26;217.96;-0.83
"Amostra 11540";30.55;204.12;-0.72
"Amostra 11541";6.48;25.44;0.6
"Amostra 11542";5.75;65.84;16.69
"Amostra 11543";287.99;87.47;-2.47
"Amostra 11544";10.96;11.74;-9.44
"Amostra 11545";17.97;103.12;-12.09
"Amostra 11546";116.57;69.27;-26.65
"Amostra 11547";60.92;55.42;7.4
"Amostra 11548";102.33;204.58;6.48
"Amostra 11549";62.28;37.47;-10.68
"Amostra 11550";55.25;44.68;-3.09
"Amostra 11551";107.88;74.22;21.2
"Amostra 11552";120.42;48.71;5.6
"Amostra 11553";4.74;58.92;4.2
"Amostra 11554";7.84;23.33;-9.14
"Amostra 11555";67.85;103.45;-15.47
"Amostra 11556";48.7;156.11;-5.35
"Amostra 11557";100.78;1.93;-13.28
"Amostra 11558";69.7;72.05;-9.03
"Amostra 11559";45.52;151.43;14.52
"Amostra 11560";176.47;110.12;-9.6
"Amostra 11561";243.05;98.76;4.44
"Amostra 11562";42.16;15.22;13.57
"Amostra 11563";119.55;151.73;2.08
"Amostra 11564";163.23;58.68;-3.48
"Amostra 11565";85.48;13.46;-1.27
"Amostra 11566";174.95;36.42;11
"Amostra 11567";13.01;87.44;15.66
"Amostra 11568";78.31;107.74;-4.14
"Amostra 11569";13.08;15.07;14.26
"Amostra 11570";60.11;42.08;-1.04
"Amostra 11571";0.7;27.94;-14.13
"Amostra 11572";255.44;26.38;0.62
"Amostra 11573";55.46;41.78;9.87
"Amostra 11574";8.94;82.83;8.67
"Amostra 11575";222.54;145.25;-9.7
"Amostra 11576";219.82;33.54;-1
"Amostra 11577";25.92;90.59;5.97
"Amostra 11578";64.43;39.69;9.44
"Amostra 11579";33.73;49.82;-8.72
"Amostra 11580";32.73;62.81;-4.82
"Amostra 11581";65.38;155.04;6.99
"Amostra 11582";148.48;72.53;16.15
"Amostra 11583";13.1;9.91;4.67
"Amostra 11584";4.17;124.52;-2.68
"Amostra 11585";10.6;94.14;7.37
"Amostra 11586";165.61;21.34;4.03
"Amostra 11587";54.27;100.71;13.02
"Amostra 11588";17.35;4.38;9.02
"Amostra 11589";159.92;86.19;21.17
"Amostra 11590";56.21;64.47;9.15
"Amostra 11591";60.62;46.38;3.36
"Amostra 11592";20.73;40.62;-14.27
"Amostra 11593";94.43;86.05;-3.93
"Amostra 11594";107.47;65.47;1.17
"Amostra 11595";19.42;74.44;4.66
"Amostra 11596";54.52;46.23;8.64
"Amostra 11597";193.65;109.27;16.69
"Amostra 11598";39.69;21.5;-12.28
"Amostra 11599";11.87;83.17;7.23
"Amostra 11600";47.98;10.69;-8.21
"Amostra 11601";25.31;72.58;1.9
"Amostra 11602";101.91;175.04;-2.83
"Amostra 11603";39.81;44.97;14.95
"Amostra 11604";95.88;36.61;-20.72
"Amostra 11605";94;40.15;-2.27
"Amostra 11606";44.89;94.91;13.07
"Amostra 11607";98.55;81.82;11.37
"Amostra 11608";40.72;86.77;3.77
"Amostra 11609";30.33;208.72;9.75
"Amostra 11610";111.99;139.21;4.21
"Amostra 11611";19.94;132.91;7.19
"Amostra 11612";48.82;56.98;2.14
"Amostra 11613";190.41;61.72;0.99
"Amostra 11614";29.69;9.13;-4.02
"Amostra 11615";52.2;214.24;6.74
"Amostra 11616";184.58;31.87;-0.08
"Amostra 11617";159.83;88.54;-4.45
"Amostra 11618";135.92;117.7;8.32
"Amostra 11619";41.7;206.35;11.72
"Amostra 11620";99.76;42.11;4.58
"Amostra 11621";20.32;89.4;7.33
"Amostra 11622";294;15.03;-12.18
"Amostra 11623";154.99;80.31;0.36
"Amostra 11624";37.23;112.54;2.5
"Amostra 11625";99.46;14.99;0.48
"Amostra 11626";51.42;51.05;7.11
"Amostra 11627";70.03;82.36;1.23
"Amostra 11628";82.52;78.32;3.43
"Amostra 11629";0.74;87.95;2.13
"Amostra 11630";144.94;142.14;18.8
"Amostra 11631";70.4;1.38;-1.37
"Amostra 11632";93.21;77.98;-11.54
"Amostra 11633";4.96;108.56;-12.55
"Amostra 11634";73.62;6.88;-7.18
"Amostra 11635";277.2;16.5;-1.74
"Amostra 11636";31.77;41.11;-2.77
"Amostra 11637";164.31;83.5;-0.75
"Amostra 11638";76.23;152.45;9.29
"Amostra 11639";74.39;80.23;0.12
"Amostra 11640";13.31;95.35;5.11
"Amostra 11641";85.39;20.82;-5.27
"Amostra 11642";27.96;214.83;-2.7
"Amostra 11643";39.16;50.89;10.4
"Amostra 11644";162.74;93.48;-4.18
"Amostra 11645";91;23.06;2.91
"Amostra 11646";117.7;60.94;-11.02
"Amostra 11647";169.49;52.22;6.37
"Amostra 11648";60.85;27.07;9.81
"Amostra 11649";43.93;20.98;1.14
"Amostra 11650";274.91;109.86;3.35
"Amostra 11651";228.7;60.64;-15.32
"Amostra 11652";251.88;119.86;-4
"Amostra 11653";77.49;92.89;4.35
"Amostra 11654";155.45;35.65;-7.1
"Amostra 11655";40.87;25.15;-5.8
"Amostra 11656";14.47;117.25;-2.59
"Amostra 11657";29.39;55.64;-12.23
"Amostra 11658";121.54;12.24;-5.98
"Amostra 11659";95;100.36;2.13
"Amostra 11660";46.06;15.39;-0.29
"Amostra 11661";17.69;17.15;9.81
"Amostra 11662";257.89;80.93;-7.02
"Amostra 11663";233.31;190.81;1.39
"Amostra 11664";12.8;27.71;-6.19
"Amostra 11665";29.5;92.26;0.7
"Amostra 11666";187.35;34.75;11.58
"Amostra 11667";58.35;122.99;-25.84
"Amostra 11668";28.41;76.37;-13.08
"Amostra 11669";64.91;17.72;5.29
"Amostra 11670";199.22;25.32;-5.78
"Amostra 11671";111.86;142.64;-1.67
"Amostra 11672";57.05;147.08;-7.61
"Amostra 11673";58.06;0.27;-16.37
"Amostra 11674";35.31;72.3;9.43
"Amostra 11675";9.07;59.78;-4.26
"Amostra 11676";99.02;158.54;-2.39
"Amostra 11677";40.15;213.74;5.24
"Amostra 11678";55.01;19.41;-1.37
"Amostra 11679";138.2;66.28;12.58
"Amostra 11680";74.85;96.06;2.97
"Amostra 11681";89.91;44.7;-8.67
"Amostra 11682";115.11;178.67;-17.14
"Amostra 11683";103.86;262.59;-2.19
"Amostra 11684";12.88;10.32;15.8
"Amostra 11685";41.39;112.46;21.6
"Amostra 11686";22.92;73.7;10.85
"Amostra 11687";22.43;71.11;-9.61
"Amostra 11688";117.3;56.2;2.13
"Amostra 11689";81.78;14.47;-6.87
"Amostra 11690";92.96;167.2;-13.99
"Amostra 11691";80.26;23.46;13.54
"Amostra 11692";98.58;5.5;12.15
"Amostra 11693";38.88;21.85;14.7
"Amostra 11694";56.15;160.97;2.1
"Amostra 11695";20.59;1.14;10.34
"Amostra 11696";0.27;253.37;-13.04
"Amostra 11697";49.35;110.91;18.67
"Amostra 11698";81.16;148.15;10.32
"Amostra 11699";139.61;26.19;6.67
"Amostra 11700";16.05;4.11;-6.49
"Amostra 11701";221.89;152.25;-1.64
"Amostra 11702";47.81;55.1;1.45
"Amostra 11703";94.49;35.37;-4.56
"Amostra 11704";109.36;9.28;12.98
"Amostra 11705";204.54;123.13;6.84
"Amostra 11706";59.06;83.31;-3.34
"Amostra 11707";26.05;5.85;2.55
"Amostra 11708";52.32;27.15;6.5
"Amostra 11709";25.86;74.38;25.38
"Amostra 11710";75;156.67;-8.38
"Amostra 11711";59.79;0.52;12.98
"Amostra 11712";34.57;267.24;-5.27
"Amostra 11713";70.29;209.84;-8.23
"Amostra 11714";63.71;159.02;8.4
"Amostra 11715";219.87;96.92;8.86
"Amostra 11716";329.01;48.9;-9.56
"Amostra 11717";80.07;58.05;4.98
"Amostra 11718";47.27;94.58;-2.28
"Amostra 11719";164.66;270.52;-6.99
"Amostra 11720";57.04;1.82;-0.94
"Amostra 11721";96.71;160.68;-7.84
"Amostra 11722";108.01;87.01;7.12
"Amostra 11723";19.2;93.81;14.41
"Amostra 11724";2.4;50.37;-3.29
"Amostra 11725";181.38;9.74;-3.03
"Amostra 11726";44.81;31.71;15.49
"Amostra 11727";82.5;96.64;6.48
"Amostra 11728";35.25;2.27;-7.06
"Amostra 11729";144.28;86.68;1.53
"Amostra 11730";42.55;35.09;12.48
"Amostra 11731";17.58;3.08;3.85
"Amostra 11732";54.26;105.77;5.26
"Amostra 11733";21.22;116.02;-0.71
"Amostra 11734";8.84;179.75;7.22
"Amostra 11735";62.13;109.96;-6.44
"Amostra 11736";5.24;6.39;-0.97
"Amostra 11737";120.03;6.75;9.15
"Amostra 11738";5.98;48.48;-3.38
"Amostra 11739";21.84;168.38;4.52
"Amostra 11740";10.84;11.15;8.56
"Amostra 11741";35.9;8.33;-3.66
"Amostra 11742";87.94;147.26;-14.24
"Amostra 11743";66.2;61.91;-8.25
"Amostra 11744";124.83;131.12;5.14
"Amostra 11745";98.64;34.37;-7.11
"Amostra 11746";1.33;10.71;5.23
"Amostra 11747";153.01;9.93;-6.85
"Amostra 11748";225.59;80.59;-5.51
"Amostra 11749";76.85;81.16;1.22
"Amostra 11750";180.06;85.86;4.72
"Amostra 11751";36.66;15.39;17.24
"Amostra 11752";61.46;19.69;0.52
"Amostra 11753";12.31;99.23;-1.45
"Amostra 11754";61.28;71.75;3.75
"Amostra 11755";23.56;72.04;6.17
"Amostra 11756";168.8;20.04;-15.21
"Amostra 11757";71.42;3.79;-3.82
"Amostra 11758";153.93;45.13;14.84
"Amostra 11759";59.45;44.47;5.9
"Amostra 11760";11.69;157.28;13.04
"Amostra 11761";72.57;65.3;-10.23
"Amostra 11762";53.13;11.5;3.19
"Amostra 11763";9.86;23.97;24.47
"Amostra 11764";52.24;29.51;3.02
"Amostra 11765";18.83;99.4;8.37
"Amostra 11766";136;58.07;-6.92
"Amostra 11767";45.75;35.94;-10.75
"Amostra 11768";39.94;226.98;-3.71
"Amostra 11769";84.8;165.59;8.93
"Amostra 11770";111.11;53.05;13.74
"Amostra 11771";95.18;67.47;14.58
"Amostra 11772";15.29;10.8;-6.28
"Amostra 11773";278.16;6.05;22.39
"Amostra 11774";58.47;40.48;-0.7
"Amostra 11775";24.04;121.98;19.06
"Amostra 11776";9.12;15.34;-14.44
"Amostra 11777";80.51;102.15;9.06
"Amostra 11778";129.57;21.42;1.41
"Amostra 11779";1.73;113.42;-1.75
"Amostra 11780";20.57;7.76;-23.63
"Amostra 11781";21.33;65.64;-5.2
"Amostra 11782";55.03;54.87;-6.64
"Amostra 11783";126.21;55.34;10.23
"Amostra 11784";188.41;84.7;-15.96
"Amostra 11785";110.13;64.4;-2.93
"Amostra 11786";20.43;179.93;4.89
"Amostra 11787";133.47;133.75;-4.94
"Amostra 11788";69.07;148.85;-7.56
"Amostra 11789";233.8;9.07;4.72
"Amostra 11790";31.45;101.43;12.4
"Amostra 11791";68.84;59.08;-9.11
"Amostra 11792";37.57;10.97;-5.79
"Amostra 11793";225.73;47.8;-14.61
"Amostra 11794";6.66;38.35;-17.45
"Amostra 11795";37.7;126.1;10.01
"Amostra 11796";121.81;97.91;-1.03
"Amostra 11797";3.2;59.29;-13.76
"Amostra 11798";28.3;6.43;-9.84
"Amostra 11799";57.07;19.15;-1.59
"Amostra 11800";91.53;4.92;2.3
"Amostra 11801";73.9;153.71;-13.84
"Amostra 11802";14.49;22.02;-9.07
"Amostra 11803";227.36;16.98;-0.48
"Amostra 11804";165.98;30.64;-5.37
"Amostra 11805";155.06;2.11;8.33
"Amostra 11806";4.87;157.19;0.14
"Amostra 11807";71.75;52.79;-3.05
"Amostra 11808";22.69;144.83;0.6
"Amostra 11809";14.21;234.26;12.59
"Amostra 11810";111.94;76.49;-8.37
"Amostra 11811";90.94;17.2;-14.39
"Amostra 11812";7.44;21.62;-25.91
"Amostra 11813";8.94;5.42;-10.21
"Amostra 11814";104.74;45.55;6.74
"Amostra 11815";81.84;86.05;-0.12
"Amostra 11816";103.49;37.44;-11.11
"Amostra 11817";34.08;195.74;-0.42
"Amostra 11818";124.36;107.21;0.81
"Amostra 11819";7.65;89.32;7.67
"Amostra 11820";6.23;36.75;4.07
"Amostra 11821";25.16;163.61;-7.15
"Amostra 11822";79.01;53.91;4.36
"Amostra 11823";48.52;51.81;-3.5
"Amostra 11824";67.43;30.29;-17.31
"Amostra 11825";30.9;31.9;-6.13
"Amostra 11826";4.2;73.18;-18.49
"Amostra 11827";116.92;152.83;14.15
"Amostra 11828";55.08;14.03;-5.32
"Amostra 11829";57.15;43.52;25.14
"Amostra 11830";104.56;10.29;-5.37
"Amostra 11831";96.37;0.11;-1.55
"Amostra 11832";11.83;24.29;4.35
"Amostra 11833";187.98;44.84;-9.57
"Amostra 11834";34.48;93.99;8.8
"Amostra 11835";25.74;128.78;3.13
"Amostra 11836";98.79;29.48;-19.51
"Amostra 11837";63.35;68.29;3.54
"Amostra 11838";1.7;93.45;-6.35
"Amostra 11839";1.16;15.51;-9.75
"Amostra 11840";8.9;21.18;10.57
"Amostra 11841";15.65;38.66;-6.97
"Amostra 11842";74.69;22.63;-0.6
"Amostra 11843";85.1;104.68;-10.8
"Amostra 11844";54.49;6.42;5.51
"Amostra 11845";0.97;59.32;9.08
"Amostra 11846";2.9;270.71;0.12
"Amostra 11847";125.96;49.7;-5.89
"Amostra 11848";112.47;56.58;11.83
"Amostra 11849";32.39;7.96;-9.38
"Amostra 11850";35.74;15.77;-1.07
"Amostra 11851";30.81;14.68;2
"Amostra 11852";47.75;20.64;-8.04
"Amostra 11853";4.17;120.3;3.38
"Amostra 11854";89.36;130.21;11.92
"Amostra 11855";96.56;104.62;11.86
"Amostra 11856";99.7;82.24;-7.1
"Amostra 11857";70.94;68.34;12.52
"Amostra 11858";121.94;117.54;2.9
"Amostra 11859";44.55;48.38;-2.08
"Amostra 11860";56.87;156.25;0.64
"Amostra 11861";36.42;8.68;4.38
"Amostra 11862";47.37;327.37;-23.81
"Amostra 11863";145.16;224.16;-12.93
"Amostra 11864";224.59;72.4;-6.94
"Amostra 11865";110.86;85.18;2.32
"Amostra 11866";231.94;57.79;4.8
"Amostra 11867";16.74;37.63;-6.35
"Amostra 11868";48.37;84.36;3.75
"Amostra 11869";40.01;2.1;13.34
"Amostra 11870";1.66;170.24;-20.47
"Amostra 11871";72.79;44.73;4.81
"Amostra 11872";46.04;52.15;-1.7
"Amostra 11873";15.62;82.01;-0.29
"Amostra 11874";52.66;5.12;-8.18
"Amostra 11875";156.75;40.28;-10.75
"Amostra 11876";7.68;59.85;10.44
"Amostra 11877";77.65;72.25;-16.82
"Amostra 11878";99.38;126.04;-4.5
"Amostra 11879";104.07;24.44;-20.36
"Amostra 11880";107.16;157.28;-29.5
"Amostra 11881";122.04;97.37;-1.26
"Amostra 11882";14.44;37.19;-3.87
"Amostra 11883";140.91;41.32;-14.81
"Amostra 11884";84.75;203.01;-4.86
"Amostra 11885";47.2;46.21;-4.02
"Amostra 11886";125.95;55.75;13.06
"Amostra 11887";41.64;60.34;8.53
"Amostra 11888";153.26;107.75;3.74
"Amostra 11889";102.31;1.84;-3.44
"Amostra 11890";375.69;43.78;2.82
"Amostra 11891";186.81;240.83;-22.14
"Amostra 11892";87.57;53.91;5.97
"Amostra 11893";79.93;28.04;-13.78
"Amostra 11894";54.57;85.38;5.5
"Amostra 11895";94.1;14.97;1.5
"Amostra 11896";44.11;20.11;15.55
"Amostra 11897";125.9;56.79;-20.66
"Amostra 11898";44.5;134.38;2.51
"Amostra 11899";44.65;265.52;-2.91
"Amostra 11900";90.71;160.26;7.97
"Amostra 11901";72.94;47.49;-11.74
"Amostra 11902";70.73;45.08;1.6
"Amostra 11903";84.77;10.77;5.29
"Amostra 11904";73.21;180.4;19.24
"Amostra 11905";38.69;0.62;-5.48
"Amostra 11906";181.61;46.53;-18.32
"Amostra 11907";36.61;40.83;-1.65
"Amostra 11908";81.24;64.96;-14.44
"Amostra 11909";66.67;105.23;0.7
"Amostra 11910";37.08;4.3;13.53
"Amostra 11911";45.36;48.82;2.5
"Amostra 11912";42.08;125.77;-13.21
"Amostra 11913";6.63;61.81;7.38
"Amostra 11914";112.12;52.15;-20
"Amostra 11915";61.62;134.28;0.7
"Amostra 11916";178.38;94.63;-13.04
"Amostra 11917";116.01;7.67;5.33
"Amostra 11918";40.36;10.71;-1.04
"Amostra 11919";98.39;25.74;6.18
"Amostra 11920";112.11;48.7;11.2
"Amostra 11921";87.45;62;15.79
"Amostra 11922";151;29.53;-12.89
"Amostra 11923";177.4;116.17;-4.35
"Amostra 11924";145.86;57.32;-5.86
"Amostra 11925";64.77;105.1;3.35
"Amostra 11926";17.61;145.61;2.88
"Amostra 11927";80.57;95.13;-0.58
"Amostra 11928";135.99;20.72;15.88
"Amostra 11929";43.93;35.32;13.95
"Amostra 11930";3.35;14.37;5.94
"Amostra 11931";42.68;66.98;15.31
"Amostra 11932";83.65;125.55;7.69
"Amostra 11933";52.42;137.87;-14.72
"Amostra 11934";23.04;5.73;0.73
"Amostra 11935";26.02;89.84;5.44
"Amostra 11936";36.95;115.51;-4.68
"Amostra 11937";28.13;96.07;-20.49
"Amostra 11938";201.48;164.52;8.58
"Amostra 11939";29.96;29.76;-3.2
"Amostra 11940";15.38;96.48;4.32
"Amostra 11941";43.86;66.27;-0.53
"Amostra 11942";114.63;60.24;11.38
"Amostra 11943";8.16;1.14;-1.94
"Amostra 11944";16.82;36.67;1.18
"Amostra 11945";79.21;40.87;-1.81
"Amostra 11946";67.13;193.42;-9.82
"Amostra 11947";71.05;16.78;-5.09
"Amostra 11948";103.83;245.77;3.25
"Amostra 11949";13.81;21.57;-3.01
"Amostra 11950";159.43;3.42;15.14
"Amostra 11951";72.21;125.81;-17.13
"Amostra 11952";113.78;15;-6.48
"Amostra 11953";8.49;77;-9.13
"Amostra 11954";37.02;54.83;1.32
"Amostra 11955";20.24;10.98;1.69
"Amostra 11956";42.65;97.65;-3.59
"Amostra 11957";24.01;44.91;3.81
"Amostra 11958";158.54;36.34;-11.51
"Amostra 11959";74.58;86.54;-13.97
"Amostra 11960";3.15;80.87;-17.68
"Amostra 11961";195.77;17.21;-7.36
"Amostra 11962";18.08;91.46;-7.07
"Amostra 11963";96.99;97.75;12.45
"Amostra 11964";113.82;123;3.81
"Amostra 11965";0.48;49.67;-4.84
"Amostra 11966";59.98;79.95;-2.45
"Amostra 11967";121.39;10.87;-2.33
"Amostra 11968";26.38;84.01;17.85
"Amostra 11969";72.67;131.75;11.78
"Amostra 11970";121.1;81.37;-5.56
"Amostra 11971";201.44;39.55;5.82
"Amostra 11972";59.11;18.06;-7.78
"Amostra 11973";108.33;73.29;6.24
"Amostra 11974";35.59;15.1;9.53
"Amostra 11975";95.51;141.82;1.86
"Amostra 11976";2.26;139.13;8.17
"Amostra 11977";70.44;109.49;-8.66
"Amostra 11978";273.1;38.94;-8.23
"Amostra 11979";59.16;132.83;20.35
"Amostra 11980";126.4;71.46;-5.81
"Amostra 11981";133.96;4.24;8.49
"Amostra 11982";20.18;156.87;14.43
"Amostra 11983";6.01;17.39;8.41
"Amostra 11984";83.44;151.58;-5.53
"Amostra 11985";4.69;200.44;8.15
"Amostra 11986";25.35;63.51;-3.62
"Amostra 11987";12.78;139.98;14.73
"Amostra 11988";10.45;20.49;11.16
"Amostra 11989";99.71;139.73;11.32
"Amostra 11990";173.55;52.26;6.2
"Amostra 11991";41.68;2.48;-8.7
"Amostra 11992";48.62;182.98;13.56
"Amostra 11993";76.73;57.67;-2.89
"Amostra 11994";6.63;56.79;11.47
"Amostra 11995";24.62;260.35;1.18
"Amostra 11996";64.49;13.25;0.45
"Amostra 11997";22.32;53.91;10.66
"Amostra 11998";60.04;37.42;3.38
"Amostra 11999";6.73;13.16;-3.83
"Amostra 12000";15.74;72.07;-16.24
"Amostra 12001";45.4;53.06;6.08
"Amostra 12002";9.56;83.26;-1.76
"Amostra 12003";254.63;113.85;-22.13
"Amostra 12004";72.26;87.51;5.39
"Amostra 12005";78.25;58.85;-1.08
"Amostra 12006";28.87;13.15;6.15
"Amostra 12007";192.29;41.31;-4.73
"Amostra 12008";82.88;21.16;8.47
"Amostra 12009";134.26;36.41;1.76
"Amostra 12010";21.2;12.35;-11.25
"Amostra 12011";44.81;70.77;9.76
"Amostra 12012";119.17;79.54;-4.57
"Amostra 12013";8.94;40.17;16.01
"Amostra 12014";212.12;48.94;-0.75
"Amostra 12015";110.96;62.29;-7.58
"Amostra 12016";284.17;4.07;-6.09
"Amostra 12017";77.45;55.45;-6.02
"Amostra 12018";36.4;47.42;-2.49
"Amostra 12019";34.33;141.69;-2.97
"Amostra 12020";11.92;12.29;2.17
"Amostra 12021";35.83;30.97;-5.25
"Amostra 12022";128.71;153.27;-1.19
"Amostra 12023";80;120.32;2.66
"Amostra 12024";31.75;146.83;-1.93
"Amostra 12025";88.56;148.18;-1.17
"Amostra 12026";2.39;74.95;3.33
"Amostra 12027";94.48;136.81;-3.4
"Amostra 12028";187.75;100.15;5.48
"Amostra 12029";110.43;14.12;4.37
"Amostra 12030";74.38;88.41;11.78
"Amostra 12031";145.55;55.29;-7.53
"Amostra 12032";16.37;88.3;18.54
"Amostra 12033";131.57;141;3.28
"Amostra 12034";111.09;148.78;-9.8
"Amostra 12035";46.86;23.88;-3.03
"Amostra 12036";31.51;69.25;0.95
"Amostra 12037";16.49;13.39;3.94
"Amostra 12038";63.94;32.14;1.87
"Amostra 12039";113.42;167.48;-13
"Amostra 12040";120.85;186.11;-10.53
"Amostra 12041";39.01;90.46;11.27
"Amostra 12042";125.2;202.43;0.73
"Amostra 12043";125.19;34.49;-10.12
"Amostra 12044";76.84;106.67;4.25
"Amostra 12045";35.54;15.58;-10.73
"Amostra 12046";76.96;54.54;8.55
"Amostra 12047";99.32;11.31;-7.09
"Amostra 12048";15.67;39.86;-7.6
"Amostra 12049";28.17;46.07;0.09
"Amostra 12050";135.44;42.18;12.2
"Amostra 12051";127.97;100.07;7.86
"Amostra 12052";116.28;173.73;19.88
"Amostra 12053";118.81;7.06;-5.83
"Amostra 12054";45.65;91;-0.07
"Amostra 12055";127.94;87.8;-6.31
"Amostra 12056";45.2;9.11;-16.1
"Amostra 12057";29.93;0.23;-1.27
"Amostra 12058";36.85;18.91;14.56
"Amostra 12059";143.26;53.87;-10.93
"Amostra 12060";90.14;32.63;-16.28
"Amostra 12061";14.59;56.97;2.7
"Amostra 12062";26.81;33.58;-8.86
"Amostra 12063";11.2;33.49;-15.63
"Amostra 12064";13.94;16.19;-9.08
"Amostra 12065";84.62;79.64;3.26
"Amostra 12066";57.69;44.82;-8.39
"Amostra 12067";6.71;17.04;-4.33
"Amostra 12068";51.55;85.05;5.71
"Amostra 12069";34.84;72.57;5.75
"Amostra 12070";65.77;165.58;5.42
"Amostra 12071";98.73;162.63;1.04
"Amostra 12072";245.15;19.53;-11.03
"Amostra 12073";21.98;6.45;-5.95
"Amostra 12074";176.13;64.9;-10.46
"Amostra 12075";98.04;158.79;-0.08
"Amostra 12076";6.91;88.4;-21.68
"Amostra 12077";6.27;65.32;7
"Amostra 12078";71.74;61.41;-10.1
"Amostra 12079";3.71;81.04;8.97
"Amostra 12080";1.52;57.81;13.76
"Amostra 12081";56.58;50.24;-18.67
"Amostra 12082";141.74;66;16.54
"Amostra 12083";13.81;89.13;0.84
"Amostra 12084";105.66;32;7.34
"Amostra 12085";29.94;5.52;19.26
"Amostra 12086";12.66;73.12;-5.71
"Amostra 12087";109.57;87.49;-3.34
"Amostra 12088";63.86;156.99;10.37
"Amostra 12089";137.12;46.37;12.79
"Amostra 12090";198.46;36.01;18.32
"Amostra 12091";215.75;80.28;-15.26
"Amostra 12092";144.79;39.52;-16.52
"Amostra 12093";108.37;20.03;15.57
"Amostra 12094";71.9;61.52;1.54
"Amostra 12095";156.85;70.16;-2.7
"Amostra 12096";314.49;8.38;-8.33
"Amostra 12097";298.43;48.28;11.82
"Amostra 12098";121.74;59.34;22.63
"Amostra 12099";0.74;55.68;-1.13
"Amostra 12100";19.24;41.97;1.93
"Amostra 12101";179.18;19;0.3
"Amostra 12102";206.69;15.08;-4.75
"Amostra 12103";95.98;65.31;2.71
"Amostra 12104";213.62;84.66;0.22
"Amostra 12105";102.69;104.94;0.33
"Amostra 12106";81.94;12.39;-0.48
"Amostra 12107";62.29;21.17;5.13
"Amostra 12108";107.02;96.26;9.56
"Amostra 12109";49.09;120.71;-8.2
"Amostra 12110";186.71;16.9;-16.58
"Amostra 12111";24.28;263.74;-6.06
"Amostra 12112";183.64;66.19;-19.81
"Amostra 12113";22.01;113.23;15.02
"Amostra 12114";124.96;64.27;-3.34
